-261.632  0  0.0005791721  0  2.476196E-6  1273.375
-260.61  0  0.000592586  0  2.469588E-6  1263.129
-259.588  0  0.0005953548  0  2.437362E-6  1253.047
-258.566  0  0.0005876566  0  2.372577E-6  1243.124
-257.544  0  0.0005713025  0  2.306195E-6  1233.357
-256.522  0  0.0005454352  0  2.314709E-6  1223.742
-255.5  0  0.0005121504  0  2.388067E-6  1214.276
-254.478  0  0.0004723043  0  2.437564E-6  1204.955
-253.456  0  0.0004276112  0  2.340919E-6  1195.777
-252.434  0  0.0003805087  0  2.119648E-6  1186.737
-251.412  0  0.0003326456  0  1.88328E-6  1177.833
-250.39  0  0.0002856098  0  1.739935E-6  1169.061
-249.368  0  0.0002418097  0  1.689333E-6  1160.419
-248.346  0  0.0002025629  0  1.720578E-6  1151.904
-247.324  0  0.0001685743  0  1.72924E-6  1143.513
-246.302  0  0.0001410935  0  1.672329E-6  1135.243
-245.28  0  0.0001196161  0  1.589031E-6  1127.092
-244.258  0  0.0001041519  0  1.500841E-6  1119.058
-243.236  0  9.395999E-5  0  1.396227E-6  1111.137
-242.214  0  8.774515E-5  0  1.387825E-6  1103.327
-241.192  0  8.477954E-5  0  1.489195E-6  1095.626
-240.17  0  8.418937E-5  0  1.64513E-6  1088.033
-239.148  0  8.501832E-5  0  1.609903E-6  1080.543
-238.126  0  8.677074E-5  0  1.435759E-6  1073.156
-237.104  0  8.896683E-5  0  1.282189E-6  1065.87
-236.082  0  9.12964E-5  0  1.204145E-6  1058.681
-235.06  0  9.3552E-5  0  1.220992E-6  1051.589
-234.038  0  9.564648E-5  0  1.338924E-6  1044.592
-233.016  0  9.730536E-5  0  1.343068E-6  1037.687
-231.994  0  9.864268E-5  0  1.229769E-6  1030.872
-230.972  0  9.959652E-5  0  1.118579E-6  1024.147
-229.95  0  0.0001001693  0  1.157859E-6  1017.508
-228.928  0  0.0001003795  0  1.262527E-6  1010.956
-227.906  0  0.0001001778  0  1.336789E-6  1004.487
-226.884  0  9.968085E-5  0  1.268728E-6  998.1
-225.862  0  9.889213E-5  0  1.155033E-6  991.794
-224.84  0  9.785303E-5  0  1.075295E-6  985.5672
-223.818  0  9.660514E-5  0  1.103403E-6  979.4181
-222.796  0  9.521931E-5  0  1.181528E-6  973.3452
-221.774  0  9.374252E-5  0  1.305838E-6  967.3472
-220.752  0  9.226029E-5  0  1.424284E-6  961.4227
-219.73  0  9.08491E-5  0  1.436131E-6  955.5703
-218.708  0  8.958326E-5  0  1.327527E-6  949.7887
-217.686  0  8.856687E-5  0  1.316018E-6  944.0766
-216.664  0  8.790372E-5  0  1.413922E-6  938.4329
-215.642  0  8.762337E-5  0  1.702328E-6  932.8562
-214.62  0  8.781373E-5  0  1.971869E-6  927.3454
-213.598  0  8.838533E-5  0  2.147224E-6  921.8993
-212.576  0  8.949953E-5  0  2.097353E-6  916.5169
-211.554  0  9.103376E-5  0  1.986373E-6  911.1969
-210.532  0  9.297119E-5  0  1.897186E-6  905.9383
-209.51  2.073806E-5  9.515438E-5  0  1.9703E-6  900.7401
-208.488  9.440547E-5  9.772429E-5  0  2.024301E-6  895.6011
-207.466  0.0001675869  0.0001004704  0  2.180934E-6  890.5205
-206.444  3.437902E-5  0.0001033725  0  2.425843E-6  885.4972
-205.422  1.483508E-5  0.0001063361  0  2.799378E-6  880.5303
-204.4  4.665265E-5  0.0001093667  0  2.95124E-6  875.6187
-203.378  9.737857E-5  0.0001124301  0  2.983743E-6  870.7617
-202.356  3.461108E-5  0.0001153434  0  2.898007E-6  865.9582
-201.334  3.318037E-6  0.0001182458  0  2.837853E-6  861.2075
-200.312  9.438828E-5  0.0001210738  0  2.591292E-6  856.5086
-199.29  3.485176E-5  0.000124057  0  2.563769E-6  851.8606
-198.268  2.982017E-6  0.0001270028  0  2.679056E-6  847.2629
-197.246  0.0001393454  0.000130128  0  2.865479E-6  842.7145
-196.224  5.901957E-5  0.0001332479  0  2.76911E-6  838.2147
-195.202  1.700438E-5  0.0001366564  0  2.768899E-6  833.7627
-194.18  3.17933E-5  0.0001405639  0  2.761399E-6  829.3578
-193.158  5.018769E-5  0.0001443531  0  3.013241E-6  824.9991
-192.136  0.0001448798  0.0001486256  0  3.212053E-6  820.686
-191.114  5.014198E-5  0.0001529829  0  3.398868E-6  816.4178
-190.092  6.652958E-5  0.0001579292  0  3.200047E-6  812.1937
-189.07  3.709348E-5  0.0001632214  0  3.161668E-6  808.0131
-188.048  8.219639E-5  0.0001692469  0  3.319827E-6  803.8754
-187.026  6.256161E-5  0.0001761123  0  3.851288E-6  799.7798
-186.004  0.0001074453  0.0001840397  0  4.159426E-6  795.7257
-184.982  9.412031E-5  0.0001936246  0  4.130111E-6  791.7125
-183.96  7.077595E-5  0.0002053224  0  3.722951E-6  787.7396
-182.938  0.0002503424  0.0002197695  0  3.422042E-6  783.8064
-181.916  0.000251873  0.0002375129  0  3.45023E-6  779.9123
-180.894  0.0001091459  0.000259975  0  4.017803E-6  776.0566
-179.872  0.0003387862  0.0002877385  0  4.769023E-6  772.2389
-178.85  0.0002618279  0.0003221  0  5.332093E-6  768.4586
-177.828  0.0001762854  0.0003643286  0  5.405832E-6  764.7151
-176.806  0.0004806544  0.0004155705  0  5.098883E-6  761.0079
-175.784  0.0006207656  0.000477118  0  4.80714E-6  757.3364
-174.762  0.000661186  0.0005502861  0  4.861307E-6  753.7002
-173.74  0.0007612484  0.0006359437  0  5.131316E-6  750.0988
-172.718  0.0005995552  0.0007352443  0  5.43182E-6  746.5316
-171.696  0.0007603194  0.0008489511  0  5.575613E-6  742.9982
-170.674  0.0005032189  0.0009773793  0  5.669423E-6  739.4981
-169.652  0.0005065427  0.001120584  0  5.626368E-6  736.0308
-168.63  0.0002090988  0.001278299  0  5.728136E-6  732.5959
-167.608  0.000631312  0.001449737  0  5.828963E-6  729.1929
-166.586  0.0006078968  0.001633739  0  6.101807E-6  725.8213
-165.564  0.0007719308  0.001828803  0  6.018049E-6  722.4808
-164.542  0.0008181126  0.002032678  0  5.978505E-6  719.1709
-163.52  0.001013352  0.002243268  0  5.870761E-6  715.8912
-162.498  0.0009442553  0.002457673  0  6.034747E-6  712.6412
-161.476  0.001098167  0.002673096  0  6.257165E-6  709.4206
-160.454  0.001197911  0.002886528  0  6.66068E-6  706.229
-159.432  0.001580745  0.003095051  0  6.443379E-6  703.066
-158.41  0.001602816  0.003295736  0  6.39838E-6  699.9312
-157.388  0.001875096  0.003485703  0  6.204864E-6  696.8243
-156.366  0.001716846  0.003662592  0  6.499054E-6  693.7448
-155.344  0.002311163  0.003824165  0  6.735458E-6  690.6924
-154.322  0.002271821  0.003968726  0  7.361063E-6  687.6667
-153.3  0.002492387  0.004094814  0  7.64039E-6  684.6674
-152.278  0.002519581  0.004201428  0  8.158997E-6  681.6942
-151.256  0.002409798  0.004287693  0  8.195098E-6  678.7467
-150.234  0.00241977  0.004353575  0  8.568428E-6  675.8246
-149.212  0.00257298  0.004398969  0  7.946691E-6  672.9275
-148.19  0.002259791  0.004424038  0  7.664648E-6  670.0552
-147.168  0.00165783  0.004429111  0  7.148265E-6  667.2072
-146.146  0.001639305  0.004415023  0  7.831513E-6  664.3834
-145.124  0.001070549  0.004382373  0  8.370494E-6  661.5834
-144.102  0.0007666821  0.004332129  0  9.424802E-6  658.8069
-143.08  0.001006199  0.004265199  0  9.094501E-6  656.0536
-142.058  0.0009531099  0.004182618  0  8.780041E-6  653.3232
-141.036  0.0004987843  0.004085606  0  8.010048E-6  650.6154
-140.014  0.0008568467  0.003975337  0  8.65702E-6  647.93
-138.992  0.0003347975  0.003853396  0  8.944681E-6  645.2667
-137.97  0.0004809445  0.003720956  0  9.944806E-6  642.6251
-136.948  0.000245257  0.003579848  0  9.592783E-6  640.0051
-135.926  0.0001377033  0.003431676  0  9.890932E-6  637.4064
-134.904  0.0003584655  0.003278223  0  9.411011E-6  634.8287
-133.882  0.0004464841  0.003121291  0  9.674675E-6  632.2718
-132.86  0.0001391427  0.002962787  0  9.063809E-6  629.7354
-131.838  0.0004405585  0.002804583  0  8.972734E-6  627.2193
-130.816  0.0003267035  0.002648675  0  8.500863E-6  624.7231
-129.794  0.0003193748  0.002496968  0  9.03035E-6  622.2468
-128.772  0.0007733317  0.002351513  0  9.084935E-6  619.79
-127.75  0.0005683509  0.002214198  0  9.628382E-6  617.3526
-126.728  0.0004102366  0.002087126  0  9.298775E-6  614.9342
-125.706  0.0003446872  0.001972411  0  9.195212E-6  612.5348
-124.684  0.0005590613  0.001872434  0  8.986186E-6  610.1539
-123.662  0.0005464727  0.001789429  0  9.297261E-6  607.7915
-122.64  0.0005998744  0.001726183  0  9.239021E-6  605.4474
-121.618  0.001385313  0.001685334  0  9.119699E-6  603.1212
-120.596  0.001776096  0.001669941  0  8.954368E-6  600.8129
-119.574  0.001977399  0.001683264  0  9.069505E-6  598.5221
