-261.632  0.001403657  14.78987  0.03179724  0.01981396
-261.121  0.001293653  14.39893  0.03547105  0.00595463
-260.61  0.0006985683  13.14162  0.01220047  -0.02344604
-260.099  0.0009771069  12.30903  -0.01080005  -0.0293337
-259.588  0.0003127601  11.77336  -0.0137253  -0.01115241
-259.077  6.868288E-5  0  -0.007914766  -0.00245751
-258.566  0.0002472839  12.07085  -0.008761509  -0.01305833
-258.055  0.000490444  12.12506  -0.01132435  -0.01903163
-257.544  0.0001107387  12.01644  -0.006329675  -0.008406776
-257.033  4.258623E-6  0  -3.752399E-6  0.00206364
-256.522  4.281489E-6  0  -0.002059878  0.0001959398
-256.011  7.692889E-5  0  -0.007690553  -0.004217142
-255.5  4.775862E-5  0  -0.006380845  -0.002653947
-254.989  2.559274E-6  0  0.000671323  -0.001452102
-254.478  4.065122E-5  0  0.004824904  -0.004167915
-253.967  3.414421E-5  0  0.004761854  -0.003386586
-253.456  3.393657E-5  0  0.005405863  0.002170993
-252.945  5.569111E-5  0  0.006968742  0.002669783
-252.434  4.535866E-5  0  0.005595472  -0.003748246
-251.923  3.772262E-5  0  0.002125834  -0.005762243
-251.412  1.735992E-6  0  0.001195459  0.000553958
-250.901  2.487655E-5  0  0.00289451  0.004061818
-250.39  9.316202E-6  0  0.002742543  -0.00133965
-249.879  3.708648E-5  0  -0.0003462211  -0.006080017
-249.368  1.084577E-5  0  -0.002209844  -0.002441794
-248.857  8.588955E-6  0  -0.0002638223  0.002918793
-248.346  1.262891E-5  0  0.002417898  0.002604358
-247.835  2.728317E-6  0  0.00148754  0.0007180116
-247.324  1.464133E-5  0  -0.002731101  0.002680004
-246.813  5.46562E-5  0  -0.005471819  0.004971458
-246.302  2.370229E-5  0  -0.003290371  0.003588279
-245.791  7.009925E-6  0  0.001473804  0.002199506
-245.28  2.682749E-5  0  0.003192439  0.004078704
-244.769  2.763136E-5  0  4.382302E-5  0.005256371
-244.258  1.874668E-5  0  -0.003519403  0.002522
-243.747  8.586637E-6  0  -0.002895088  -0.0004528851
-243.236  8.191606E-7  0  0.0005301625  -0.0007335451
-242.725  5.874093E-6  0  0.00212302  -0.001169136
-242.214  8.210938E-6  0  0.0006322392  -0.002794854
-241.703  4.257406E-6  0  -0.001586292  -0.001319501
-241.192  2.367702E-5  0  -0.003148184  0.00371025
-240.681  4.803403E-5  0  -0.004203527  0.005510389
-240.17  1.583556E-5  0  -0.003779057  0.001246709
-239.659  7.123475E-6  0  -0.001161122  -0.002403179
-239.148  1.103064E-6  0  0.0009367917  -0.0004748528
-238.637  5.903926E-6  0  -0.0006934162  0.002328755
-238.126  1.874073E-5  0  -0.004239979  0.0008736736
-237.615  2.873258E-5  0  -0.005106915  -0.001628498
-237.104  1.009483E-5  0  -0.003141037  -0.000478239
-236.593  1.103211E-5  0  -0.002311135  0.002385532
-236.082  2.218746E-5  0  -0.003291738  0.003369261
-235.571  1.798555E-5  0  -0.002322247  0.003548621
-235.06  2.033031E-5  0  0.001553826  0.004232721
-234.549  2.390022E-5  0  0.004028059  0.002770372
-234.038  8.354152E-6  0  0.002390716  -0.001624386
-233.527  1.747035E-5  0  -0.0003603803  -0.00416419
-233.016  4.77141E-6  0  -0.0008635288  -0.002006422
-232.505  3.865494E-7  0  -0.0001914978  0.0005915049
-231.994  1.76459E-7  0  -0.0003265332  -0.0002642633
-231.483  2.769717E-6  0  -2.801519E-5  -0.001664011
-230.972  4.759161E-6  0  0.002177557  -0.0001319426
-230.461  2.016772E-5  0  0.004109866  0.001810172
-229.95  8.929822E-6  0  0.002860394  0.0008648516
-229.439  9.306649E-7  0  -0.0004952216  -0.0008279013
-228.928  6.43425E-6  0  -0.00252995  -0.0001833126
-228.417  6.998351E-6  0  -0.00236257  0.001190216
-227.906  4.322568E-6  0  -0.001853352  0.0009421543
-227.395  3.860228E-6  0  -0.001863269  0.0006232626
-226.884  4.054035E-6  0  -0.001254386  0.001574976
-226.373  1.770764E-6  0  0.0004527138  0.001251325
-225.862  5.374646E-6  0  0.001754363  -0.001515539
-225.351  8.774658E-6  0  0.001221272  -0.002698732
-224.84  2.625106E-7  0  -0.0002996463  0.0004155992
-224.329  1.502E-5  0  -0.0004707665  0.003846867
-223.818  1.301857E-5  0  0.001556909  0.003254936
-223.307  1.380951E-5  0  0.003596114  0.0009367363
-222.796  9.230713E-6  0  0.002817204  0.001137574
-222.285  8.19237E-6  0  -0.000338833  0.002842105
-221.774  1.317312E-5  0  -0.002263096  0.002837519
-221.263  4.757241E-6  0  -0.0009485424  0.001964054
-220.752  8.478953E-6  0  0.001307706  0.002601703
-220.241  1.35576E-5  0  0.001558741  0.003335855
-219.73  3.276418E-6  0  0.0005481184  0.001725104
-219.219  1.106531E-6  0  0.0009474713  -0.0004569778
-218.708  8.146557E-6  0  0.002854119  -2.372994E-5
-218.197  1.98444E-5  0  0.003978265  0.002004449
-217.686  1.691314E-5  0  0.003328282  0.002415714
-217.175  5.14559E-6  0  0.00190382  0.001233312
-216.664  8.076528E-7  0  0.0005834821  0.0006835213
-216.153  7.316758E-7  0  -4.374847E-5  0.000854261
-215.642  1.379416E-6  0  0.00104319  0.0005396023
-215.131  1.109966E-5  0  0.003305629  0.0004153005
-214.62  1.492105E-5  0  0.00354525  0.001533707
-214.109  6.858365E-6  0  0.000311696  0.002600233
-213.598  1.084707E-5  0  -0.002444075  0.002207616
-213.087  3.216216E-6  0  -0.0006302888  0.001678973
-212.576  1.419212E-5  0  0.002830061  0.00248654
-212.065  1.439376E-5  0  0.001924015  0.003269851
-211.554  1.264702E-5  0  -0.00236644  0.002654616
-211.043  1.461492E-5  0  -0.003029894  0.002331237
-210.532  1.621252E-5  0  0.001310636  0.003807197
-210.021  3.625023E-5  0  0.003539433  0.00487059
-209.51  1.047287E-5  0  -0.0003629791  0.003215761
-208.999  2.06695E-5  0  -0.004432727  0.00101016
-208.488  7.824089E-6  0  -0.00233722  0.001536715
-207.977  1.803711E-5  0  0.002467108  0.003456948
-207.466  1.658538E-5  0  0.00270719  0.00304245
-206.955  1.531215E-6  0  -0.001099756  0.000567231
-206.444  5.821573E-6  0  -0.002389334  -0.0003356425
-205.933  1.28558E-6  0  0.0005204648  0.001007322
-205.422  8.602929E-6  0  0.002603786  0.00135027
-204.911  1.209464E-6  0  0.0007574056  -0.0007973713
-204.4  1.252769E-5  0  -0.002280132  -0.002707156
-203.889  1.560541E-5  0  -0.003445319  -0.001932662
-203.378  1.110259E-5  0  -0.003329294  -0.0001355857
-202.867  1.053318E-5  0  -0.003209225  -0.0004837899
-202.356  1.599349E-5  0  -0.00264351  -0.00300089
-201.845  2.40048E-5  0  -0.001763202  -0.004571205
-201.334  1.518775E-5  0  -0.002145127  -0.00325364
-200.823  1.373603E-5  0  -0.003588406  -0.0009270217
-200.312  1.212768E-5  0  -0.003419194  -0.0006608999
-199.801  6.074309E-6  0  -0.000920387  -0.002286306
-199.29  7.485453E-6  0  0.0007791569  -0.002622664
-198.779  4.884963E-7  0  -0.0004681828  -0.0005189424
-198.268  5.435803E-6  0  -0.002111973  0.0009876108
-197.757  1.183629E-6  0  -0.0009312699  -0.0005624637
