-261.632  0.0005591845
-261.121  0.0005685981
-260.61  0.0005756318
-260.099  0.0005801128
-259.588  0.0005819433
-259.077  0.0005812731
-258.566  0.0005783427
-258.055  0.0005732084
-257.544  0.0005657592
-257.033  0.0005559817
-256.522  0.0005440743
-256.011  0.0005302724
-255.5  0.0005146747
-254.989  0.0004973094
-254.478  0.0004783121
-253.967  0.0004579693
-253.456  0.0004366086
-252.945  0.0004144948
-252.434  0.0003918204
-251.923  0.0003687552
-251.412  0.0003455026
-250.901  0.0003223284
-250.39  0.0002995285
-249.879  0.0002773647
-249.368  0.0002560339
-248.857  0.000235689
-248.346  0.0002164678
-247.835  0.0001985132
-247.324  0.0001819736
-246.813  0.0001669572
-246.302  0.0001534803
-245.791  0.0001414987
-245.28  0.0001309962
-244.769  0.0001219877
-244.258  0.0001144311
-243.747  0.0001081984
-243.236  0.0001031398
-242.725  9.91281E-5
-242.214  9.604811E-5
-241.703  9.379533E-5
-241.192  9.227994E-5
-240.681  9.139018E-5
-240.17  9.098166E-5
-239.659  9.094059E-5
-239.148  9.121524E-5
-238.637  9.175476E-5
-238.126  9.247143E-5
-237.615  9.329421E-5
-237.104  9.420034E-5
-236.593  9.516575E-5
-236.082  9.614062E-5
-235.571  9.709604E-5
-235.06  9.803743E-5
-234.549  9.895207E-5
-234.038  9.979625E-5
-233.527  0.0001005445
-233.016  0.000101205
-232.505  0.0001017828
-231.994  0.000102271
-231.483  0.0001026739
-230.972  0.000102998
-230.461  0.0001032312
-229.95  0.0001033622
-229.439  0.0001034034
-228.928  0.0001033656
-228.417  0.0001032363
-227.906  0.0001030101
-227.395  0.0001027097
-226.884  0.0001023524
-226.373  0.0001019255
-225.862  0.0001014197
-225.351  0.0001008562
-224.84  0.0001002542
-224.329  9.960317E-5
-223.818  9.889405E-5
-223.307  9.81471E-5
-222.796  9.738613E-5
-222.285  9.660985E-5
-221.774  9.581066E-5
-221.263  9.500173E-5
-220.752  9.420655E-5
-220.241  9.343578E-5
-219.73  9.268903E-5
-219.219  9.197063E-5
-218.708  9.129559E-5
-218.197  9.068544E-5
-217.686  9.015833E-5
-217.175  8.971906E-5
-216.664  8.936659E-5
-216.153  8.911341E-5
-215.642  8.897923E-5
-215.131  8.896342E-5
-214.62  8.904945E-5
-214.109  8.92396E-5
-213.598  8.955763E-5
-213.087  9.001027E-5
-212.576  9.057696E-5
-212.065  9.124595E-5
-211.554  9.202735E-5
-211.043  9.291852E-5
-210.532  9.388945E-5
-210.021  9.492283E-5
-209.51  9.603361E-5
-208.999  9.72316E-5
-208.488  9.849426E-5
-207.977  9.979415E-5
-207.466  0.0001011312
-206.955  0.0001025124
-206.444  0.0001039207
-205.933  0.0001053298
-205.422  0.000106736
-204.911  0.0001081561
-204.4  0.0001095956
-203.889  0.0001110329
-203.378  0.00011244
-202.867  0.0001138121
-202.356  0.000115169
-201.845  0.0001165252
-201.334  0.0001178702
-200.823  0.0001191953
-200.312  0.0001205251
-199.801  0.0001218917
-199.29  0.0001232845
-198.779  0.0001246709
-198.268  0.000126066
-197.757  0.0001275235
