593.39	-1.95
593.52	-1.95
593.65	-1.95
593.78	-6.98
593.91	-5.65
594.04	9.65
594.17	6.86
594.31	6.04
594.44	-0.54
594.57	-7.15
594.70	-6.01
594.83	-2.08
594.96	0.09
595.09	-14.96
595.22	-1.81
595.35	-7.82
595.49	-8.82
595.62	-1.76
595.75	-2.50
595.88	9.63
596.01	10.30
596.14	3.81
596.27	-0.64
596.40	5.20
596.53	-5.45
596.66	4.93
596.80	10.90
596.93	11.26
597.06	-4.70
597.19	-2.18
597.32	-13.50
597.45	2.42
597.58	7.32
597.71	-6.26
597.84	1.11
597.98	8.75
598.11	3.69
598.24	-2.89
598.37	-2.50
598.50	-2.58
598.63	-5.46
598.76	3.90
598.89	5.82
599.02	9.10
599.15	3.98
599.28	-19.22
599.42	-28.75
599.55	1.19
599.68	27.34
599.81	-5.21
599.94	-7.82
600.07	-1.93
600.20	-13.62
600.33	-21.68
600.46	-3.34
600.59	1.38
600.72	14.46
600.86	-6.68
600.99	10.25
601.12	-29.60
601.25	-20.52
601.38	-8.80
601.51	3.50
601.64	11.52
601.77	-0.37
601.90	6.37
602.03	-2.44
602.16	9.79
602.29	-5.40
602.43	3.83
602.56	-10.20
602.69	-20.51
602.82	2.11
602.95	-6.85
603.08	-0.68
603.21	-25.07
603.34	-1.80
603.47	-17.15
603.60	-2.08
603.73	-0.87
603.86	-8.03
604.00	-3.87
604.13	-8.04
604.26	2.93
604.39	1.62
604.52	9.51
604.65	-2.96
604.78	4.32
604.91	7.94
605.04	7.08
605.17	-10.71
605.30	-9.30
605.43	-2.42
605.56	2.69
605.69	0.11
605.83	-7.01
605.96	-7.08
606.09	2.44
606.22	-4.75
606.35	0.55
606.48	-11.67
606.61	-2.56
606.74	-22.12
606.87	0.91
607.00	1.62
607.13	-15.70
607.26	3.57
607.39	-5.23
607.52	-14.38
607.65	10.91
607.78	1.98
607.92	-0.76
608.05	-11.34
608.18	1.52
608.31	-12.86
608.44	4.38
608.57	-3.15
608.70	-2.19
608.83	-8.05
608.96	13.24
609.09	-4.29
609.22	9.57
609.35	-1.83
609.48	-8.89
609.61	-1.51
