2509.65	6.42641e-10	-48.1443	0.00534748	0.00686741
2359.47	6.48198e-10	-45.0468	-0.00506154	-0.00712691
2226.25	6.57912e-10	-41.9502	0.00477114	0.00740225
2107.26	6.68591e-10	-38.8547	-0.00446107	-0.00767559
2000.36	6.81696e-10	-35.758	0.00415216	0.00794484
1903.77	7.01582e-10	-32.6599	-0.00385731	-0.00823567
1816.08	7.2871e-10	-29.5623	0.0035585	0.00855804
1736.12	7.59933e-10	-26.4656	-0.00323763	-0.0088939
1662.9	7.95731e-10	-23.3688	0.00290269	0.00924002
1595.6	8.37787e-10	-20.2717	-0.00255327	-0.00960428
1533.55	8.86824e-10	-17.1749	0.00218205	0.00998903
1476.13	9.45102e-10	-14.0747	-0.00182442	-0.0103963
1422.86	1.0114e-09	-10.988	0.00129383	0.0108422
1373.31	1.05894e-09	-7.87187	-0.00104139	-0.0111242
1327.08	1.34679e-09	-4.75662	0.000843489	0.0125719
1283.87	1.61432e-09	-1.65036	-0.000436718	-0.0137881
1243.38	5.05765e-10	0.957243	-0.00371763	0.00676762
1205.37	3.72538e-09	-1.43621	-0.00509957	-0.0203262
1169.62	1.65606e-09	0.965275	-0.00662855	0.0122998
1135.92	1.43441e-08	-1.42632	-0.0104005	-0.039784
1104.11	8.70596e-08	-0.743969	-0.0816941	-0.059908
1074.04	5.07895e-07	-0.910977	-0.17052	-0.175486
1045.56	5.27113e-07	-0.412101	-0.238077	-0.0738736
1018.55	6.01252e-06	0.875951	-0.46392	0.702535
992.897	0.000116215	0.310217	-3.37746	1.51414
968.508	0.00196212	-0.182033	-15.1705	-1.07595
945.288	0.0120666	-0.299098	-37.0517	-7.04399
923.156	0.034044	-0.352275	-61.5185	-15.1229
902.036	0.0814532	-0.4432	-92.6397	-31.9357
881.862	0.230398	-0.479523	-153.752	-59.3333
862.569	0.575065	-0.365084	-252.022	-65.3881
844.103	0.949108	-0.175786	-333.794	-21.579
826.411	1	0	-341.22	38.1106
809.446	0.770186	0.0774876	-295.968	56.5265
793.163	0.57678	0.0121403	-258.773	32.0873
777.522	0.450269	-0.0758848	-230.246	8.14103
762.486	0.260673	-0.116232	-175.295	-0.87715
748.02	0.0882519	-0.151835	-101.913	-4.14062
734.094	0.0166011	-0.202427	-44.0541	-4.02887
720.676	0.00189741	-0.164361	-14.9346	-0.794265
707.74	0.000151268	0.227097	-3.98341	1.40157
695.26	8.11878e-06	1.00052	-0.43348	0.877021
683.213	3.89956e-06	3.41826	0.627635	-0.256454
671.576	6.51883e-06	3.59432	0.740874	-0.468582
660.329	2.14145e-06	3.42991	0.462864	-0.195446
649.452	3.60937e-07	3.35105	0.195757	-0.0650205
638.928	2.80919e-07	3.26251	0.177096	-0.0418662
628.74	6.80551e-08	3.22681	0.0878462	-0.0174825
618.871	1.40011e-08	2.94299	0.0404714	0.00354515
609.307	3.99738e-10	6.03614	-0.00680137	-0.000929493
600.035	1.0858e-09	9.10547	0.0110696	0.00233717
591.04	9.27263e-10	12.1161	-0.00986002	-0.00347694
582.311	8.17972e-10	15.1887	0.00901365	0.00389612
573.837	8.22855e-10	12.0748	-0.00914518	-0.00365606
565.605	7.73127e-10	15.1408	0.0085715	0.00420339
557.606	7.50644e-10	18.2432	-0.00827735	-0.00446925
549.83	7.19382e-10	21.3303	0.00785248	0.0048106
542.268	6.9355e-10	24.4292	-0.00750182	-0.00504787
534.912	6.73463e-10	27.5251	0.00715722	0.00530702
527.752	6.57783e-10	30.6237	-0.00684152	-0.00554396
520.781	6.47762e-10	33.7227	0.00654896	0.00578548
513.992	6.43761e-10	36.8202	-0.00626815	-0.00604972
507.378	6.4308e-10	39.9145	0.00597192	0.00633599
500.932	6.42096e-10	43.0078	-0.00565485	-0.00661175
