-65.7602	1.40155e-09	2.72282	0.00127305	0.000613604
-63.7052	1.92554e-09	2.65531	0.00144024	0.000818233
-61.6502	2.6128e-09	2.60231	0.00162485	0.00104067
-59.5952	3.7466e-09	2.61217	0.0019579	0.00122694
-57.5402	4.56282e-09	2.8581	0.0024253	0.000787242
-55.4852	7.79157e-09	3.63349	0.00298344	-0.00148383
-53.4302	4.03613e-08	4.23535	0.00368505	-0.00662824
-51.3752	1.49904e-07	4.44489	0.00428935	-0.0139717
-49.3201	2.94959e-07	4.58252	0.00327108	-0.0202387
-47.2651	3.14229e-07	4.85724	-0.00241718	-0.0210219
-45.2101	2.93754e-07	5.56198	-0.0149479	-0.0139695
-43.1551	6.94445e-07	6.28343	-0.0314429	-0.000947361
-41.1001	1.41899e-06	6.58085	-0.0433699	0.0118766
-39.0451	1.45671e-06	6.5952	-0.0437653	0.0126628
-36.9901	1.24664e-06	5.79942	-0.0366985	-0.0207273
-34.9351	1.1206e-05	5.02843	-0.0356096	-0.121244
-32.8801	7.16109e-05	4.88924	-0.0466252	-0.31602
-30.8251	0.000248727	4.82906	-0.0513127	-0.593121
-28.7701	0.00053872	4.74919	-0.00563537	-0.87614
-26.7151	0.000765997	4.60524	0.143215	-1.03489
-24.6601	0.000740126	4.31377	0.427161	-0.933906
-22.6051	0.000635178	3.71561	0.814205	-0.492108
-20.5501	0.000995351	2.93726	1.15829	0.276957
-18.4951	0.00207661	2.34831	1.16895	1.26199
-16.44	0.00380708	1.78762	0.431766	2.28878
-14.385	0.00866523	1.15696	-1.51007	3.17289
-12.33	0.0275887	0.672758	-5.02016	3.75641
-10.275	0.0837418	0.39695	-10.198	3.91536
-8.22002	0.205221	0.24058	-16.7242	3.56833
-6.16502	0.403308	0.143972	-23.8183	2.71753
-4.11001	0.649405	0.0794194	-30.3834	1.49152
-2.05501	0.874485	0.0338288	-35.3	0.122136
0	1	0	-37.7312	-1.14621
2.05501	0.980581	-0.0266646	-37.3195	-2.13077
4.11001	0.828323	-0.0485521	-34.2489	-2.70858
6.16502	0.603424	-0.064752	-29.1907	-2.78505
8.22002	0.379343	-0.0692391	-23.1344	-2.31202
10.275	0.206979	-0.0482396	-17.1207	-1.34861
12.33	0.100428	0.0234492	-11.9624	-0.0827774
14.385	0.0468354	0.1815	-8.07624	1.22995
16.44	0.025016	0.437678	-5.48205	2.36515
18.4951	0.017989	0.713178	-3.92786	3.1946
20.5501	0.0161093	0.909848	-3.0546	3.69113
22.6051	0.0151278	1.02408	-2.53308	3.89102
24.6601	0.0135918	1.09337	-2.13992	3.84557
26.7151	0.0112501	1.14363	-1.76865	3.59204
28.7701	0.00837131	1.18486	-1.39667	3.15881
30.8251	0.00547129	1.21909	-1.04105	2.59086
32.8801	0.00307462	1.24631	-0.727261	1.96273
34.9351	0.00146041	1.2655	-0.47518	1.36207
36.9901	0.000578344	1.27188	-0.293555	0.859034
39.0451	0.000188645	1.25266	-0.177056	0.487301
41.1001	5.0545e-05	1.18397	-0.108744	0.245355
43.1551	1.15955e-05	1.03542	-0.0689045	0.108514
45.2101	2.56812e-06	0.796747	-0.0435812	0.0419541
47.2651	5.97552e-07	0.473718	-0.0263591	0.0125174
49.3201	1.67264e-07	-0.13958	-0.015216	-0.00261112
51.3752	1.8871e-07	-0.950182	-0.00912671	-0.0136238
53.4302	3.68354e-07	-1.24129	-0.00675161	-0.021893
55.4852	5.11315e-07	-1.29233	-0.00662838	-0.0261661
57.5402	5.22356e-07	-1.26296	-0.00747315	-0.026239
59.5952	4.34829e-07	-1.19367	-0.00845963	-0.0234104
61.6502	3.22052e-07	-1.09658	-0.00919902	-0.0193465
63.7052	2.25712e-07	-0.981325	-0.00951266	-0.0152032
