869565217391304.25	42.00
869565217391304.25	42.00
867052023121387.37	42.00
867052023121387.37	68.00
867052023121387.37	-54.00
867052023121387.37	110.00
864553314121037.50	44.00
864553314121037.50	53.00
864553314121037.50	124.00
864553314121037.50	-21.00
864553314121037.50	26.00
862068965517241.25	80.00
862068965517241.25	94.00
862068965517241.25	101.00
862068965517241.25	92.00
862068965517241.25	98.00
859598853868194.75	57.00
859598853868194.75	110.00
859598853868194.75	73.00
859598853868194.75	196.00
857142857142857.00	55.00
857142857142857.00	23.00
857142857142857.00	25.00
857142857142857.00	89.00
857142857142857.00	80.00
854700854700854.62	68.00
854700854700854.62	80.00
854700854700854.62	99.00
854700854700854.62	-11.00
854700854700854.62	101.00
852272727272727.25	95.00
852272727272727.25	25.00
852272727272727.25	125.00
852272727272727.25	44.00
849858356940510.00	97.00
849858356940510.00	54.00
849858356940510.00	59.00
849858356940510.00	149.00
849858356940510.00	54.00
847457627118644.12	146.00
847457627118644.12	110.00
847457627118644.12	22.00
847457627118644.12	-9.00
847457627118644.12	33.00
845070422535211.25	16.00
845070422535211.25	58.00
845070422535211.25	84.00
845070422535211.25	124.00
842696629213483.12	27.00
842696629213483.12	138.00
842696629213483.12	35.00
842696629213483.12	59.00
842696629213483.12	18.00
840336134453781.50	101.00
840336134453781.50	17.00
840336134453781.50	129.00
840336134453781.50	94.00
840336134453781.50	58.00
837988826815642.50	90.00
837988826815642.50	67.00
837988826815642.50	57.00
837988826815642.50	72.00
835654596100278.50	112.00
835654596100278.50	93.00
835654596100278.50	84.00
835654596100278.50	97.00
835654596100278.50	48.00
833333333333333.25	130.00
833333333333333.25	129.00
833333333333333.25	41.00
833333333333333.25	155.00
833333333333333.25	90.00
831024930747922.37	83.00
831024930747922.37	77.00
831024930747922.37	74.00
831024930747922.37	4.00
828729281767955.62	156.00
828729281767955.62	69.00
828729281767955.62	23.00
828729281767955.62	20.00
828729281767955.62	93.00
826446280991735.50	114.00
826446280991735.50	74.00
826446280991735.50	98.00
826446280991735.50	88.00
826446280991735.50	75.00
824175824175824.12	88.00
824175824175824.12	52.00
824175824175824.12	103.00
824175824175824.12	105.00
824175824175824.12	28.00
821917808219178.00	121.00
821917808219178.00	55.00
821917808219178.00	35.00
821917808219178.00	46.00
819672131147540.87	70.00
819672131147540.87	5.00
819672131147540.87	78.00
819672131147540.87	-53.00
819672131147540.87	99.00
817438692098092.62	88.00
817438692098092.62	-20.00
817438692098092.62	103.00
817438692098092.62	33.00
817438692098092.62	74.00
815217391304347.87	33.00
815217391304347.87	38.00
815217391304347.87	125.00
815217391304347.87	65.00
813008130081300.75	105.00
813008130081300.75	37.00
813008130081300.75	-27.00
813008130081300.75	110.00
813008130081300.75	78.00
810810810810810.75	57.00
810810810810810.75	133.00
810810810810810.75	117.00
810810810810810.75	104.00
810810810810810.75	57.00
808625336927223.75	73.00
808625336927223.75	107.00
808625336927223.75	57.00
808625336927223.75	-1.00
806451612903225.62	31.00
806451612903225.62	107.00
806451612903225.62	88.00
806451612903225.62	17.00
806451612903225.62	18.00
804289544235925.00	53.00
804289544235925.00	113.00
804289544235925.00	129.00
804289544235925.00	20.00
804289544235925.00	98.00
802139037433155.00	94.00
802139037433155.00	106.00
802139037433155.00	31.00
802139037433155.00	27.00
802139037433155.00	72.00
800000000000000.00	36.00
800000000000000.00	30.00
800000000000000.00	43.00
800000000000000.00	55.00
797872340425531.75	107.00
797872340425531.75	109.00
797872340425531.75	86.00
797872340425531.75	75.00
797872340425531.75	53.00
795755968169761.25	85.00
795755968169761.25	101.00
795755968169761.25	105.00
795755968169761.25	34.00
795755968169761.25	133.00
793650793650793.62	117.00
793650793650793.62	75.00
793650793650793.62	141.00
793650793650793.62	9.00
791556728232189.87	88.00
791556728232189.87	-10.00
791556728232189.87	68.00
791556728232189.87	39.00
791556728232189.87	77.00
789473684210526.37	160.00
789473684210526.37	103.00
789473684210526.37	62.00
789473684210526.37	115.00
789473684210526.37	20.00
787401574803149.50	88.00
787401574803149.50	88.00
787401574803149.50	35.00
787401574803149.50	55.00
787401574803149.50	47.00
785340314136125.62	96.00
785340314136125.62	89.00
785340314136125.62	64.00
785340314136125.62	114.00
783289817232376.00	121.00
783289817232376.00	98.00
783289817232376.00	40.00
783289817232376.00	26.00
783289817232376.00	4.00
781250000000000.00	118.00
781250000000000.00	70.00
781250000000000.00	127.00
781250000000000.00	60.00
781250000000000.00	29.00
779220779220779.25	99.00
779220779220779.25	52.00
779220779220779.25	77.00
779220779220779.25	61.00
777202072538860.00	69.00
777202072538860.00	91.00
777202072538860.00	134.00
777202072538860.00	102.00
777202072538860.00	86.00
775193798449612.37	11.00
775193798449612.37	80.00
775193798449612.37	96.00
775193798449612.37	87.00
775193798449612.37	85.00
773195876288659.62	93.00
773195876288659.62	151.00
773195876288659.62	137.00
773195876288659.62	44.00
773195876288659.62	48.00
771208226221079.75	84.00
771208226221079.75	40.00
771208226221079.75	153.00
