869565217391304.25	45.00
869565217391304.25	45.00
867052023121387.37	45.00
867052023121387.37	67.00
867052023121387.37	-54.00
867052023121387.37	111.00
864553314121037.50	50.00
864553314121037.50	54.00
864553314121037.50	126.00
864553314121037.50	-20.00
864553314121037.50	28.00
862068965517241.25	67.00
862068965517241.25	98.00
862068965517241.25	98.00
862068965517241.25	85.00
862068965517241.25	87.00
859598853868194.75	49.00
859598853868194.75	99.00
859598853868194.75	67.00
859598853868194.75	191.00
857142857142857.00	58.00
857142857142857.00	13.00
857142857142857.00	29.00
857142857142857.00	95.00
857142857142857.00	81.00
854700854700854.62	62.00
854700854700854.62	76.00
854700854700854.62	90.00
854700854700854.62	-9.00
854700854700854.62	99.00
852272727272727.25	90.00
852272727272727.25	11.00
852272727272727.25	127.00
852272727272727.25	39.00
849858356940510.00	97.00
849858356940510.00	40.00
849858356940510.00	54.00
849858356940510.00	151.00
849858356940510.00	53.00
847457627118644.12	148.00
847457627118644.12	114.00
847457627118644.12	15.00
847457627118644.12	-15.00
847457627118644.12	23.00
845070422535211.25	20.00
845070422535211.25	56.00
845070422535211.25	74.00
845070422535211.25	115.00
842696629213483.12	20.00
842696629213483.12	126.00
842696629213483.12	33.00
842696629213483.12	46.00
842696629213483.12	11.00
840336134453781.50	96.00
840336134453781.50	10.00
840336134453781.50	125.00
840336134453781.50	88.00
840336134453781.50	65.00
837988826815642.50	93.00
837988826815642.50	76.00
837988826815642.50	47.00
837988826815642.50	75.00
835654596100278.50	104.00
835654596100278.50	89.00
835654596100278.50	88.00
835654596100278.50	91.00
835654596100278.50	38.00
833333333333333.25	132.00
833333333333333.25	127.00
833333333333333.25	32.00
833333333333333.25	151.00
833333333333333.25	87.00
831024930747922.37	85.00
831024930747922.37	64.00
831024930747922.37	71.00
831024930747922.37	-4.00
828729281767955.62	155.00
828729281767955.62	72.00
828729281767955.62	24.00
828729281767955.62	24.00
828729281767955.62	87.00
826446280991735.50	116.00
826446280991735.50	69.00
826446280991735.50	82.00
826446280991735.50	79.00
826446280991735.50	72.00
824175824175824.12	91.00
824175824175824.12	52.00
824175824175824.12	97.00
824175824175824.12	103.00
824175824175824.12	34.00
821917808219178.00	120.00
821917808219178.00	49.00
821917808219178.00	28.00
821917808219178.00	43.00
819672131147540.87	56.00
819672131147540.87	6.00
819672131147540.87	77.00
819672131147540.87	-55.00
819672131147540.87	96.00
817438692098092.62	97.00
817438692098092.62	-2.00
817438692098092.62	85.00
817438692098092.62	27.00
817438692098092.62	81.00
815217391304347.87	32.00
815217391304347.87	38.00
815217391304347.87	113.00
815217391304347.87	69.00
813008130081300.75	100.00
813008130081300.75	52.00
813008130081300.75	-22.00
813008130081300.75	102.00
813008130081300.75	73.00
810810810810810.75	52.00
810810810810810.75	144.00
810810810810810.75	116.00
810810810810810.75	100.00
810810810810810.75	53.00
808625336927223.75	70.00
808625336927223.75	98.00
808625336927223.75	54.00
808625336927223.75	0.00
806451612903225.62	27.00
806451612903225.62	99.00
806451612903225.62	94.00
806451612903225.62	6.00
806451612903225.62	13.00
804289544235925.00	47.00
804289544235925.00	106.00
804289544235925.00	122.00
804289544235925.00	24.00
804289544235925.00	98.00
802139037433155.00	96.00
802139037433155.00	105.00
802139037433155.00	27.00
802139037433155.00	24.00
802139037433155.00	67.00
800000000000000.00	44.00
800000000000000.00	29.00
800000000000000.00	44.00
800000000000000.00	61.00
797872340425531.75	103.00
797872340425531.75	116.00
797872340425531.75	80.00
797872340425531.75	75.00
797872340425531.75	38.00
795755968169761.25	79.00
795755968169761.25	96.00
795755968169761.25	101.00
795755968169761.25	32.00
795755968169761.25	131.00
793650793650793.62	112.00
793650793650793.62	76.00
793650793650793.62	130.00
793650793650793.62	7.00
791556728232189.87	94.00
791556728232189.87	-15.00
791556728232189.87	64.00
791556728232189.87	32.00
791556728232189.87	83.00
789473684210526.37	160.00
789473684210526.37	102.00
789473684210526.37	66.00
789473684210526.37	109.00
789473684210526.37	18.00
787401574803149.50	78.00
787401574803149.50	82.00
787401574803149.50	21.00
787401574803149.50	55.00
787401574803149.50	48.00
785340314136125.62	94.00
785340314136125.62	84.00
785340314136125.62	69.00
785340314136125.62	103.00
783289817232376.00	120.00
783289817232376.00	92.00
783289817232376.00	39.00
783289817232376.00	30.00
783289817232376.00	3.00
781250000000000.00	123.00
781250000000000.00	68.00
781250000000000.00	116.00
781250000000000.00	59.00
781250000000000.00	24.00
779220779220779.25	85.00
779220779220779.25	51.00
779220779220779.25	82.00
779220779220779.25	64.00
777202072538860.00	71.00
777202072538860.00	83.00
777202072538860.00	132.00
777202072538860.00	104.00
777202072538860.00	86.00
775193798449612.37	23.00
775193798449612.37	74.00
775193798449612.37	89.00
775193798449612.37	96.00
775193798449612.37	79.00
773195876288659.62	92.00
773195876288659.62	151.00
773195876288659.62	139.00
773195876288659.62	44.00
773195876288659.62	53.00
771208226221079.75	81.00
771208226221079.75	33.00
771208226221079.75	146.00
771208226221079.75	5.00
769230769230769.25	131.00
769230769230769.25	46.00
769230769230769.25	34.00
769230769230769.25	24.00
769230769230769.25	170.00
767263427109974.37	103.00
767263427109974.37	-15.00
767263427109974.37	137.00
767263427109974.37	45.00
767263427109974.37	93.00
765306122448979.62	97.00
765306122448979.62	46.00
765306122448979.62	78.00
765306122448979.62	-19.00
763358778625954.12	139.00
763358778625954.12	26.00
763358778625954.12	93.00
763358778625954.12	110.00
763358778625954.12	92.00
761421319796954.37	80.00
761421319796954.37	94.00
761421319796954.37	82.00
761421319796954.37	59.00
761421319796954.37	161.00
759493670886075.87	40.00
759493670886075.87	148.00
759493670886075.87	85.00
759493670886075.87	-8.00
759493670886075.87	83.00
757575757575757.62	66.00
757575757575757.62	53.00
757575757575757.62	66.00
757575757575757.62	53.00
755667506297229.25	88.00
755667506297229.25	85.00
755667506297229.25	87.00
755667506297229.25	98.00
755667506297229.25	18.00
753768844221105.37	139.00
753768844221105.37	117.00
753768844221105.37	109.00
753768844221105.37	193.00
753768844221105.37	92.00
751879699248120.37	75.00
751879699248120.37	25.00
751879699248120.37	115.00
751879699248120.37	57.00
751879699248120.37	73.00
750000000000000.00	51.00
750000000000000.00	55.00
750000000000000.00	49.00
750000000000000.00	73.00
748129675810473.75	32.00
