869565217391304.25	43.00
869565217391304.25	43.00
867052023121387.37	43.00
867052023121387.37	79.00
867052023121387.37	-52.00
867052023121387.37	126.00
864553314121037.50	57.00
864553314121037.50	62.00
864553314121037.50	138.00
864553314121037.50	-11.00
864553314121037.50	36.00
862068965517241.25	80.00
862068965517241.25	95.00
862068965517241.25	104.00
862068965517241.25	102.00
862068965517241.25	99.00
859598853868194.75	60.00
859598853868194.75	114.00
859598853868194.75	79.00
859598853868194.75	212.00
857142857142857.00	68.00
857142857142857.00	55.00
857142857142857.00	45.00
857142857142857.00	110.00
857142857142857.00	95.00
854700854700854.62	74.00
854700854700854.62	92.00
854700854700854.62	108.00
854700854700854.62	10.00
854700854700854.62	116.00
852272727272727.25	104.00
852272727272727.25	29.00
852272727272727.25	135.00
852272727272727.25	61.00
849858356940510.00	113.00
849858356940510.00	55.00
849858356940510.00	61.00
849858356940510.00	165.00
849858356940510.00	61.00
847457627118644.12	161.00
847457627118644.12	120.00
847457627118644.12	34.00
847457627118644.12	6.00
847457627118644.12	50.00
845070422535211.25	39.00
845070422535211.25	68.00
845070422535211.25	88.00
845070422535211.25	133.00
842696629213483.12	44.00
842696629213483.12	149.00
842696629213483.12	57.00
842696629213483.12	63.00
842696629213483.12	28.00
840336134453781.50	112.00
840336134453781.50	25.00
840336134453781.50	147.00
840336134453781.50	104.00
840336134453781.50	77.00
837988826815642.50	108.00
837988826815642.50	84.00
837988826815642.50	78.00
837988826815642.50	86.00
835654596100278.50	117.00
835654596100278.50	104.00
835654596100278.50	101.00
835654596100278.50	109.00
835654596100278.50	64.00
833333333333333.25	132.00
833333333333333.25	146.00
833333333333333.25	56.00
833333333333333.25	162.00
833333333333333.25	98.00
831024930747922.37	93.00
831024930747922.37	82.00
831024930747922.37	82.00
831024930747922.37	17.00
828729281767955.62	181.00
828729281767955.62	91.00
828729281767955.62	35.00
828729281767955.62	42.00
828729281767955.62	112.00
826446280991735.50	131.00
826446280991735.50	88.00
826446280991735.50	104.00
826446280991735.50	94.00
826446280991735.50	86.00
824175824175824.12	96.00
824175824175824.12	65.00
824175824175824.12	116.00
824175824175824.12	120.00
824175824175824.12	38.00
821917808219178.00	137.00
821917808219178.00	70.00
821917808219178.00	51.00
821917808219178.00	58.00
819672131147540.87	78.00
819672131147540.87	14.00
819672131147540.87	84.00
819672131147540.87	-45.00
819672131147540.87	119.00
817438692098092.62	111.00
817438692098092.62	-2.00
817438692098092.62	106.00
817438692098092.62	35.00
817438692098092.62	91.00
815217391304347.87	45.00
815217391304347.87	48.00
815217391304347.87	133.00
815217391304347.87	78.00
813008130081300.75	119.00
813008130081300.75	53.00
813008130081300.75	-17.00
813008130081300.75	118.00
813008130081300.75	89.00
810810810810810.75	68.00
810810810810810.75	145.00
810810810810810.75	135.00
810810810810810.75	118.00
810810810810810.75	70.00
808625336927223.75	90.00
808625336927223.75	112.00
808625336927223.75	76.00
808625336927223.75	9.00
806451612903225.62	50.00
806451612903225.62	118.00
806451612903225.62	107.00
806451612903225.62	26.00
806451612903225.62	30.00
804289544235925.00	57.00
804289544235925.00	128.00
804289544235925.00	135.00
804289544235925.00	42.00
804289544235925.00	104.00
802139037433155.00	113.00
